RowID,CCNumber,CrimeDateTime,CrimeCode,Description,Inside_Outside,Weapon,Post,Gender,Age,Race,Ethnicity,Location,Old_District,New_District,Neighborhood,Latitude,Longitude,GeoLocation,PremiseType,Total_Incidents,x,y
22550,24G03735,7/11/2024 14:30,5A,BURGLARY,I,,515,M,43,WHITE,UNKNOWN,500 E 38TH ST,N/A,NORTHERN,WAVERLY,39.335386,-76.609046,"(39.335386,-76.609046)",OTHER/RESIDENTIAL                                 ,1,-76.609046,39.335386
23504,24G03742,7/11/2024 14:20,3A,ROBBERY,O,PERSONAL_WEAPONS,733,M,49,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,2500 PENNSYLVANIA AVE,N/A,WESTERN,PENN NORTH,39.310233,-76.642609,"(39.310233,-76.642609)",STREET                                            ,1,-76.642609,39.310233
22632,24G03750,7/11/2024 14:00,6C,LARCENY,I,,511,NA,,, ,FALLS RD,N/A,NORTHERN,HAMPDEN,39.332669,-76.635531,"(39.332669,-76.635531)",DRUG STORE / MED  BLDG                            ,1,-76.635531,39.332669
23438,24G03884,7/11/2024 13:00,6F,LARCENY FROM AUTO,O,,322,F,58,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1900 N BROADWAY,N/A,EASTERN,EAST BALTIMORE MIDWAY,39.312352,-76.595325,"(39.312352,-76.595325)",SHED/GARAGE                                       ,1,-76.595325,39.312352
22547,24G03721,7/11/2024 12:45,7A,AUTO THEFT,I,,424,F,67,WHITE,NOT_HISPANIC_OR_LATINO,3100 WOODRING AVE,N/A,NORTHEAST,NORTH HARFORD ROAD,39.363514,-76.547673,"(39.363514,-76.547673)",OTHER/RESIDENTIAL                                 ,1,-76.547673,39.363514
22629,24G03766,7/11/2024 12:45,3A,ROBBERY,O,FIREARM,125,M,29,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,N BROADWAY,N/A,CENTRAL,GAY STREET,39.299487,-76.59454,"(39.299487,-76.59454)",STREET                                            ,1,-76.59454,39.299487
22636,24G03603,7/11/2024 12:40,7A,AUTO THEFT,O,,223,M,37,WHITE,UNKNOWN,S WASHINGTON ST,N/A,SOUTHEAST,UPPER FELLS POINT,39.290489,-76.589161,"(39.290489,-76.589161)",STREET                                            ,1,-76.589161,39.290489
23432,24G03699,7/11/2024 12:00,4E,COMMON ASSAULT,I,PERSONAL_WEAPONS,732,M,65,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,2800 PARKWOOD AVE,N/A,WESTERN,PARKVIEW/WOODBROOK,39.315492,-76.646313,"(39.315492,-76.646313)",OTHER/RESIDENTIAL                                 ,1,-76.646313,39.315492
24133,24G03685,7/11/2024 11:48,6J,LARCENY,O,,215,NA,,, ,3300 E FAYETTE ST,N/A,SOUTHEAST,PATTERSON PARK NEIGHBORHOOD,39.294776,-76.570818,"(39.294776,-76.570818)",GAS STATION                                       ,1,-76.570818,39.294776
22556,24G03657,7/11/2024 11:10,4E,COMMON ASSAULT,I,PERSONAL_WEAPONS,714,M,14,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,1000 ARGYLE AVE,N/A,WESTERN,HERITAGE CROSSING,39.297544,-76.628929,"(39.297544,-76.628929)",OTHER/RESIDENTIAL                                 ,1,-76.628929,39.297544
22628,24G03657,7/11/2024 11:10,4E,COMMON ASSAULT,I,PERSONAL_WEAPONS,714,F,49,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,1000 ARGYLE AVE,N/A,WESTERN,HERITAGE CROSSING,39.297544,-76.628929,"(39.297544,-76.628929)",OTHER/RESIDENTIAL                                 ,1,-76.628929,39.297544
23357,24G03911,7/11/2024 11:00,4E,COMMON ASSAULT,I,PERSONAL_WEAPONS,211,M,40,WHITE,NOT_HISPANIC_OR_LATINO,2900 BOSTON ST,N/A,SOUTHEAST,CANTON,39.278086,-76.575271,"(39.278086,-76.575271)",OTHER/RESIDENTIAL                                 ,1,-76.575271,39.278086
24132,24G03678,7/11/2024 10:30,6F,LARCENY FROM AUTO,O,,713,NA,,, ,PENNSYLVANIA AVE,N/A,WESTERN,UPTON,39.303116,-76.63423,"(39.303116,-76.63423)",STREET                                            ,1,-76.63423,39.303116
22555,24G03651,7/11/2024 10:20,4E,COMMON ASSAULT,I,PERSONAL_WEAPONS,233,M,50,WHITE,NOT_HISPANIC_OR_LATINO,4900 EASTERN AVE,N/A,SOUTHEAST,PULASKI INDUSTRIAL AREA,39.28720807202867,-76.55452039,"(39.28720807202867,-76.55452039207066)",DRUG STORE / MED  BLDG                            ,1,-76.55452039,39.28720807
23361,24G03693,7/11/2024 9:30,6J,LARCENY,I,,512,M,28,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,2700 SISSON ST,N/A,NORTHERN,REMINGTON,39.318849,-76.624671,"(39.318849,-76.624671)",CONVENIENCE STORE                                 ,1,-76.624671,39.318849
23349,24G03621,7/11/2024 9:00,4E,COMMON ASSAULT,I,PERSONAL_WEAPONS,834,M,39,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1600 W LEXINGTON ST,N/A,SOUTHWEST,FRANKLIN SQUARE,39.290739,-76.643337,"(39.290739,-76.643337)",OTHER/RESIDENTIAL                                 ,1,-76.643337,39.290739
22699,24G03620,7/11/2024 8:55,6J,LARCENY,O,,215,NA,,, ,3300 E FAYETTE ST,N/A,SOUTHEAST,PATTERSON PARK NEIGHBORHOOD,39.294776,-76.570818,"(39.294776,-76.570818)",GAS STATION                                       ,1,-76.570818,39.294776
22698,24G03617,7/11/2024 8:38,6C,LARCENY,I,,231,NA,,, ,BOSTON ST,N/A,SOUTHEAST,CANTON INDUSTRIAL AREA,39.277208,-76.564244,"(39.277208,-76.564244)",CONVENIENCE STORE                                 ,1,-76.564244,39.277208
22635,24G03604,7/11/2024 8:27,4A,SHOOTING,I,HANDGUN,323,F,31,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,1900 E FEDERAL ST,N/A,EASTERN,BROADWAY EAST,39.308754,-76.590981,"(39.308754,-76.590981)",OTHER/RESIDENTIAL                                 ,1,-76.590981,39.308754
22637,24G03604,7/11/2024 8:27,4A,AGG. ASSAULT,I,HANDGUN,323,F,31,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,1900 E FEDERAL ST,N/A,EASTERN,BROADWAY EAST,39.308754,-76.590981,"(39.308754,-76.590981)",OTHER/RESIDENTIAL                                 ,1,-76.590981,39.308754
22641,24G03615,7/11/2024 8:22,4E,COMMON ASSAULT,I,PERSONAL_WEAPONS,111,M,66,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,30 LIGHT ST,N/A,CENTRAL,DOWNTOWN,39.287988,-76.613723,"(39.287988,-76.613723)",CONVENIENCE STORE                                 ,1,-76.613723,39.287988
22638,24G03607,7/11/2024 8:00,5A,BURGLARY,I,,822,NA,,, ,2900 WILKENS AVE,N/A,SOUTHWEST,WILHELM PARK,39.275939,-76.66482,"(39.275939,-76.66482)",OTHER/RESIDENTIAL                                 ,1,-76.66482,39.275939
22640,24G03610,7/11/2024 7:21,6J,LARCENY,I,,222,F,49,,UNKNOWN,600 N WOLFE ST,N/A,SOUTHEAST,DUNBAR-BROADWAY,39.297460043446826,-76.59074959,"(39.297460043446826,-76.59074959297668)",DRUG STORE / MED  BLDG                            ,1,-76.59074959,39.29746004
23350,24G03594,7/11/2024 7:15,4E,COMMON ASSAULT,I,PERSONAL_WEAPONS,125,F,29,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1400 E EAGER ST,N/A,CENTRAL,GAY STREET,39.301634,-76.599007,"(39.301634,-76.599007)",OTHER/RESIDENTIAL                                 ,1,-76.599007,39.301634
22633,24G03754,7/11/2024 7:00,6J,LARCENY,I,,433,F,46,WHITE,NOT_HISPANIC_OR_LATINO,4400 FRANKFORD AVE,N/A,NORTHEAST,FRANKFORD,39.33584539094603,-76.54916016,"(39.33584539094603,-76.54916016069892)",RELIGIOUS  INSTITUTION                            ,1,-76.54916016,39.33584539
22639,24G03609,7/11/2024 6:00,6J,LARCENY,I,,511,NA,,, ,3600 KESWICK RD,N/A,NORTHERN,WYMAN PARK,39.332177,-76.628007,"(39.332177,-76.628007)",CONVENIENCE STORE                                 ,1,-76.628007,39.332177
23356,24G03575,7/11/2024 4:00,4E,COMMON ASSAULT,I,PERSONAL_WEAPONS,112,F,53,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,400 N EUTAW ST,N/A,CENTRAL,DOWNTOWN,39.29394008907788,-76.62116966,"(39.29394008907788,-76.62116965548853)",OTHER/RESIDENTIAL                                 ,1,-76.62116966,39.29394009
22697,24G03598,7/11/2024 3:50,5A,BURGLARY,I,,134,M,37,WHITE,UNKNOWN,100 S CHAPEL ST,N/A,CENTRAL,UPPER FELLS POINT,39.29022,-76.589654,"(39.29022,-76.589654)",OTHER/RESIDENTIAL                                 ,1,-76.589654,39.29022
21944,24G03580,7/11/2024 3:00,6J,LARCENY,I,,324,M,35,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,3000 E FEDERAL ST,N/A,EASTERN,BEREA,39.309206,-76.57481,"(39.309206,-76.57481)",OTHER/RESIDENTIAL                                 ,1,-76.57481,39.309206
23441,24G03566,7/11/2024 2:50,5A,BURGLARY,I,,431,NA,,, ,5000 BELAIR RD,N/A,NORTHEAST,FRANKFORD,39.335645,-76.55509,"(39.335645,-76.55509)",OFFICE BUILDING                                   ,1,-76.55509,39.335645
23359,24G03558,7/11/2024 2:30,6J,LARCENY,O,,111,M,48,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,E PRATT ST,N/A,CENTRAL,INNER HARBOR,39.286594,-76.613478,"(39.286594,-76.613478)",STREET                                            ,1,-76.613478,39.286594
22694,24G03663,7/11/2024 2:00,7A,AUTO THEFT,O,,933,M,26,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,900 W BARRE ST,N/A,SOUTHERN,WASHINGTON VILLAGE/PIGTOWN,39.28262711878572,-76.62741979,"(39.28262711878572,-76.62741978902534)",STREET                                            ,1,-76.62741979,39.28262712
23444,24G03897,7/11/2024 2:00,4E,COMMON ASSAULT,I,PERSONAL_WEAPONS,613,F,37,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,3000 TIOGA PKWY,N/A,NORTHWEST,BURLEITH-LEIGHTON,39.316794,-76.659504,"(39.316794,-76.659504)",OTHER/RESIDENTIAL                                 ,1,-76.659504,39.316794
23502,24G03688,7/11/2024 2:00,4E,COMMON ASSAULT,I,PERSONAL_WEAPONS,824,F,24,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,200 N PAYSON ST,N/A,SOUTHWEST,PENROSE/FAYETTE STREET OUTREACH,39.291661,-76.648932,"(39.291661,-76.648932)",OTHER/RESIDENTIAL                                 ,1,-76.648932,39.291661
23358,24G03551,7/11/2024 1:55,3A,ROBBERY,O,KNIFE_CUTTING_INSTRUMENT,214,F,32,,HISPANIC_OR_LATINO,N HIGHLAND AVE,N/A,SOUTHEAST,BALTIMORE HIGHLANDS,39.292543,-76.569339,"(39.292543,-76.569339)",STREET                                            ,1,-76.569339,39.292543
23360,24G03564,7/11/2024 1:20,5A,BURGLARY,I,,134,M,30,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,200 S ANN ST,N/A,CENTRAL,UPPER FELLS POINT,39.289172,-76.591699,"(39.289172,-76.591699)",OTHER/RESIDENTIAL                                 ,1,-76.591699,39.289172
23355,24G03570,7/11/2024 0:00,4E,COMMON ASSAULT,I,PERSONAL_WEAPONS,331,F,28,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,3200 CHESTERFIELD AVE,N/A,EASTERN,BELAIR-EDISON,39.323014,-76.567217,"(39.323014,-76.567217)",OTHER/RESIDENTIAL                                 ,1,-76.567217,39.323014
24895,24G03531,7/10/2024 23:56,4E,COMMON ASSAULT,I,PERSONAL_WEAPONS,112,M,24,WHITE,UNKNOWN,N EUTAW ST,N/A,CENTRAL,DOWNTOWN,39.292877,-76.621219,"(39.292877,-76.621219)",CONVENIENCE STORE                                 ,1,-76.621219,39.292877
20969,24G03522,7/10/2024 23:40,4E,COMMON ASSAULT,I,PERSONAL_WEAPONS,835,F,19,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,800 W PRATT ST,N/A,SOUTHWEST,HOLLINS MARKET,39.285956,-76.631075,"(39.285956,-76.631075)",OTHER/RESIDENTIAL                                 ,1,-76.631075,39.285956
24897,24G03536,7/10/2024 23:39,4A,AGG. ASSAULT,O,BLUNT_OBJECT,232,F,23,WHITE,NOT_HISPANIC_OR_LATINO,6500 EASTERN AVE,N/A,SOUTHEAST,PULASKI INDUSTRIAL AREA,39.287909679050166,-76.53681462,"(39.287909679050166,-76.53681462285286)",GAS STATION                                       ,1,-76.53681462,39.28790968
24894,24G03528,7/10/2024 23:30,4A,AGG. ASSAULT,O,ASPHYXIATION,413,F,34,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1700 E BELVEDERE AVE,N/A,NORTHEAST,LOCH RAVEN,39.357532,-76.581499,"(39.357532,-76.581499)",STREET                                            ,1,-76.581499,39.357532
24898,24G03582,7/10/2024 23:30,4E,COMMON ASSAULT,O,PERSONAL_WEAPONS,413,F,34,BLACK_OR_AFRICAN_AMERICAN,NOT_HISPANIC_OR_LATINO,1700 E BELVEDERE AVE,N/A,NORTHEAST,LOCH RAVEN,39.357532,-76.581499,"(39.357532,-76.581499)",STREET                                            ,1,-76.581499,39.357532
24899,24G03582,7/10/2024 23:30,4E,COMMON ASSAULT,O,PERSONAL_WEAPONS,413,F,48,BLACK_OR_AFRICAN_AMERICAN,UNKNOWN,1700 E BELVEDERE AVE,N/A,NORTHEAST,LOCH RAVEN,39.357532,-76.581499,"(39.357532,-76.581499)",STREET                                            ,1,-76.581499,39.357532
